0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
02/01/2022 00:00:00,716072,7,10,E,ML,0.28,684,33,1591.0,0.0232,67.7,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.016,73.2,228.0,0.0169,68.3,528.0,0.0456,68.6,267.0,0.0242,69.5,288.0,0.0287,61.9,101.0,0.0079,63.8,,,,,,
02/01/2022 00:00:00,716074,7,10,W,FR,,114,100,65.0,0.0052,,,,,,,,65.0,0.0052,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716075,7,10,E,ML,0.37,684,100,1556.0,0.0179,70.3,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0084,76.5,372.0,0.0224,73.8,331.0,0.0228,72.2,295.0,0.0267,67.1,183.0,0.0146,63.0,148.0,0.0123,62.4,,,,,,
02/01/2022 00:00:00,716076,7,10,W,ML,0.37,684,100,934.0,0.0128,68.6,0.0,0.0,0.0,0.0,0.0,0.1,59.0,0.0033,76.4,228.0,0.0221,68.3,228.0,0.0156,72.2,153.0,0.017,66.4,161.0,0.0122,63.3,105.0,0.0066,64.7,,,,,,
02/01/2022 00:00:00,716078,7,10,E,ML,0.5,684,0,1833.0,0.0264,65.7,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0143,71.8,375.0,0.0179,69.8,331.0,0.0229,68.4,270.0,0.0267,65.0,332.0,0.0398,60.1,301.0,0.0369,60.2,,,,,,
02/01/2022 00:00:00,716081,7,10,E,ML,0.19,456,100,1302.0,0.0214,68.6,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0136,74.6,442.0,0.0242,71.2,343.0,0.0227,67.2,262.0,0.0251,60.0,,,,,,,,,,,,
02/01/2022 00:00:00,716084,7,10,W,ML,0.34,456,100,753.0,0.0138,67.4,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0017,74.6,234.0,0.0125,70.9,323.0,0.02,67.1,164.0,0.0211,61.4,,,,,,,,,,,,
02/01/2022 00:00:00,716085,7,10,E,ML,0.38,456,100,1494.0,0.0297,67.1,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.021,74.0,538.0,0.0395,66.7,452.0,0.0414,63.7,165.0,0.0169,62.8,,,,,,,,,,,,
02/01/2022 00:00:00,716086,7,10,W,OR,,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716087,7,10,E,ML,0.428,570,100,1797.0,0.0235,72.9,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0232,77.0,497.0,0.0377,70.1,465.0,0.0355,77.6,105.0,0.0073,69.0,281.0,0.0139,64.4,,,,,,,,,
02/01/2022 00:00:00,716088,7,10,W,ML,0.29,456,100,1022.0,0.0188,68.6,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0125,74.7,288.0,0.0168,71.2,216.0,0.0183,66.7,287.0,0.0278,62.0,,,,,,,,,,,,
02/01/2022 00:00:00,716089,7,10,W,OR,,114,100,22.0,0.0034,,,,,,,,22.0,0.0034,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716090,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716091,7,10,W,ML,0.495,456,0,1604.0,0.0236,65.7,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0173,69.8,490.0,0.0222,67.8,376.0,0.0343,62.3,266.0,0.0207,59.2,,,,,,,,,,,,
02/01/2022 00:00:00,716092,7,10,E,ML,0.446,456,100,1604.0,0.0267,69.1,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0267,74.4,432.0,0.0344,68.0,387.0,0.0295,68.5,305.0,0.0161,62.6,,,,,,,,,,,,
02/01/2022 00:00:00,716093,7,10,E,OR,,114,100,32.0,0.0062,,,,,,,,32.0,0.0062,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716094,7,10,W,OR,,114,100,28.0,0.0052,,,,,,,,28.0,0.0052,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716095,7,10,E,OR,,114,100,28.0,0.0069,,,,,,,,28.0,0.0069,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716096,7,10,W,OR,,114,100,37.0,0.0113,,,,,,,,37.0,0.0113,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716097,7,10,E,OR,,114,100,42.0,0.0077,,,,,,,,42.0,0.0077,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716098,7,10,W,OR,,114,100,53.0,0.0084,,,,,,,,53.0,0.0084,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716099,7,10,E,OR,,114,100,61.0,0.0154,,,,,,,,61.0,0.0154,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716100,7,10,W,OR,,113,100,42.0,0.0102,,,,,,,,42.0,0.0102,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716101,7,10,W,ML,0.38,342,75,1255.0,0.0262,67.6,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0117,74.7,434.0,0.0405,66.4,309.0,0.0268,67.0,290.0,0.0259,64.3,,,,,,,,,,,,
02/01/2022 00:00:00,716103,7,10,E,OR,,114,100,39.0,0.0073,,,,,,,,39.0,0.0073,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716104,7,10,W,OR,,114,100,24.0,0.0043,,,,,,,,24.0,0.0043,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716105,7,10,E,OR,,114,100,34.0,0.007,,,,,,,,34.0,0.007,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716106,7,10,W,OR,,114,100,42.0,0.0078,,,,,,,,42.0,0.0078,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716107,7,10,E,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716108,7,10,W,OR,,114,100,38.0,0.0034,,,,,,,,38.0,0.0034,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716109,7,10,E,OR,,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,716110,7,10,W,OR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
